oare_id,src,tgt
1e85e8a9-80a8-4420-8abb-667669c7b6aa,KISIB DINGIR.SIPA DUMU a-ta-a KISIB su-la-ba-an DUMU ib-ni-li KISIB PUZUR4-a-be-eh DUMU (d)a-sur-(d)UTU-si sa su-is-ha-ra DUMU <gap> -a u PUZUR4-a-be-eh 9 GU URUDU SIG5 ha-bu-ra-ta-i-am sa-bu-ra-am is-tu ha-mu-us-tim sa (d)UTU.DU10 a-na 13 ha-am-sa-tim i-sa-qu-lu su-ma i-na u4-me-su-nu ma-al-u-tim la is-qu-lu 1.5 ma-na.TA i-na ITU.KAM-im a-na 1 GU-tim u-su-bu URUDU i-na qa-qa-ad sal-mi-su-nu ra-ki-is,"Seal of Ilī-rē'ī, son of Ataya, seal of Šu-Labān, son of Ibni-ilī, seal of Puzur-Abeh, son of Aššur-šamšī,"
1e9cac23-1712-4ba0-87bc-b0c5fe4ebeeb,a-na xxx u xxx qi-bi4-ma um-ma xxxx pu-su-ki-in xxxx u a-sur-re-si-ma 51 ma-na KU.BABBAR sa E DAM.GAR ni-il5-qe-a-ku-nu-ti-ni 4 ma-na 15 GIN KU.BABBAR si-ib-tum i-li-ik SU.NIGIN 55 ma-na 15 GIN qa-dum si-ib-ti-su 46.5 ma-na KU.BABBAR a-bu-sa-lim ub-lam 12 GIN i-na i-se-ra-tim im-ti 18 GIN a-ma-su-hu-tim ni-ik-bu-us 46 ma-na KU.BABBAR iz-ku-am ta-as-pu-ra-nim um-ma a-tu-nu-ma 4 ma-na KU.BABBAR e-la-ma ha-bu-ul 3 ma-na KU.BABBAR sa ha-bu-la-tu-nu-ni i li-bi4-su ik-la 1 ma-na KU.BABBAR is-qu-ul i te-er-ti-ku-nu um-ma a-tu-nu-ma 4 ma-na KU.BABBAR kar-wa-a li-is-qu-ul 3 ma-na is-qu-ul 1 ma-na i-di-a-bu-um is-qu-ul 1 ma-na a-sur-is-ta-kal sa-qa-lam la i-mu-a 4 ma-na 15 GIN KU.BABBAR-ku-nu ba-ti-iq E ne-ru-ub-ma 4 ma-na 15 GIN-ku-nu a-na 5 ma-na 10.5 GIN KU.BABBAR qa-dum si-ib-ti-su i-tu-ar is-tu ha-mus-tim sa (d)MAR.TU-ba-ni u a-sur-na-da ITU.KAM a-la-na-tim u tup-pi-ni sa 51 ma na KU.BABBAR u si-ba-ti,"To [... and ...] say, thus [...] Pūšu-kēn, [...], and Aššur-r[ēṣī?]: The interest on the 51 minas of silver we borrowed for you at a merchant's house amounted to 4 minas and 15 shekels of silver. Total: 55 minas 15 shekels, including its interest. Abu-šalim has brought 46.5 minas of silver, it became 12 shekels less by / than the 18 shekels we deducted for dirtiness, so that 46 minas of silver became available. You wrote us as follows: 'Elamma has a debt of 4 minas of silver'. He retained in his possession 3 minas of silver that you owe (him and) therefore he paid 1 mina of silver. In your instruction you write: 'Let Karwāya pay 4 minas of silver' - he paid 3 minas; 1 mina Iddin-abum paid. Aššuriš-tikal refused to pay 1 mina of silver. Since your own silver is 4 minas 15 shekels short, we entered (a money-lender's) house (to borrow it) and your 4 minas 15 shekels, together with the interest on it have now become 5 minas 10.5 shekels of silver reckoning from the week eponymy of Amurrum-bāni and Aššur-nādā in month XII. Therefore? our tablet of [51 min]as of silver plus interest on it tablet. Send the 5 minas 10.5 shekels of silver plus interest on it, so that our tablet can be can[celled?...] [...] Please, our fathers and brothers, take care to send the silver and let the silver not get much and let them not retain our tablet!"""""
1eacdd31-34bc-467a-8f21-3f23fffce832,<unk> -1 ma-na KU.BABBAR sa-ru-pa-am i-se-er hi-ta-ni DUMU DINGIR-na-da ku-li-a DUMU a-la-bi4-im i-su 1.5 GIN.TA a-na 1 ma-na-im,"x+1 minas of refined silver Hitani, son of Ili-nada, owes to Kuliya, son of Ali-abum. 1.5 shekel of silver per mina he will add as interest ..."
1f712645-c3ea-4d87-b0f9-eabfc424312e,KISIB su-nu-nu DUMU a-mur-ISTAR KISIB zu-zu DUMU en-um-i-li KISIB (d)MAR.TU-ba-ni DUMU su-la-ab-ra-at 8 GIN KU.BABBAR i-na se-er (d)MAR.TU-ba-ni i-ri-su-um i-su a-na pa-ha-ar ad-ri-im i-sa-qal su-ma la is-qul 0.33333 GIN.TA i-na ITU.KAM u-sa-ab li-mu-um sa qa-ti a-mur-a-sur DUMU ka-ri-a,"Seal of Šu-Nūnu son of Amur-Ištar, seal of Zuzu son of Ennam-ilī, seal of Amurrum-bāni son of Šu-Ilabrat. Amurrum-bāni owes 8 shekels of silver to Irišum. He will pay at the gathering of the threshing floor. If he has not paid he will pay interest at the rate 0.3333 shekel per month. Eponymy after that of Amur-Aššur son of Karriya."
1f79bb76-ecce-48cf-877a-7e51e19065f2,5 GIN KU.BABBAR 1 na-ru-uq SE-am a-na mu-la GEME sa a-sur-ma-su-i en-um-a-sur i-di-in um-ma en-um-a-sur-ma KU.BABBAR u u-ta-tam ta-al-qi-i a-di mu-ut-ki i-la-ka-ni a-na E-be-ti-su u a ma-ti-su la ta-ta-hi-i su-ma a-na be-ti-su u am-ti-su ta-ta-hi-i 5 GIN KU.BABBAR u na-ru-uq SE-am um-mi-ki u a-hu-ki KU.BABBAR u SE-am u-ta-ru-nim um-ma um-ma-sa u a-hu-sa nu-ta-ra-kum IGI a-sur-na-da IGI a-sur-i-di-in IGI ta-ar-hu-a-la IGI si-li-u-ma-an,"Ennam-Aššur gave 5 shekels of silver and 1 sack of barley to Mula, Aššur-massuʾī's maid. Ennam-Aššur said: You have received the silver and the grain. Until your husband arrives you are not to touch his house and his slave-girls. If you have touched his house and his slave-girls, your mother and your brother must return the 5 shekels of silver and the sack of barley."" Her mother and her brothers said: ""We shall return it to you."" Witnessed by Aššur-nādā, by Aššur-iddin, by Tarhuala, by Šiliuman."""
1f8054f7-e70c-4861-b99b-5f1cfa5a1949,KISIB sa-qi-il5 da-tim ku-li-a si-ip-ri-im sa ka-ri-im ka-ni-is u ka-ri-im dur4-hu-mi-it a-na ka-ar-ka-ar-ma u wa-ba-ra-tim a-di ka-ri-im ka-ni-is,"Seal of the -payers, of Kuliya, the messenger of Kanesh, and of Durhumit, to every single and the, until Kanesh."
1f922cf5-3381-4e27-8473-d3ae9ce4e85a,a-na a-sur-mu-ta-bi4-il5 u a-sur-ma-lik a-na a-sur-ma-lik qi-bi-ma um-ma sa ki-ma ku-nu-ti-ma <unk> ma-na LA 0.5 GIN KU.BABBAR <unk> <unk> <unk> -ma <unk> <unk> <unk> -ka a-di-u <unk> <unk> <unk> a-na <unk> <unk> -at a-mur-(d)UTU ta-di-in si-ti KU.BABBAR 0.33333 ma-na 4.5 GIN i li-bi4-ka a-hi a-ta KU.BABBAR u si-a-ma-tim a-na a-sur-mu-ta-bi4-il5 di-in u a-na-ku ga-ma-al-ka a-le-e,"To Aššur-muttabbil and Aššur-malik; to Aššur-malik from Šakiškinu: x mina less ½ shekel of silver ... of Amur-Šamaš has been sold. The rest of the silver, 0.3333 mina 4 ½ shekels is owed by you. My dear brother, give the silver and the purchases to Aššur-muttabbil. I too am capable of doing you favours."
1f94ecc8-0e2b-4d49-a8ae-359b99f5d4da,KISIB ma-ma-hi-ir dan-a-sur DUMU PUZUR4-a-sur a-la-hi-im a-hi-su u su-ISTAR DUMU su-ki-tim a-na en-um-a-sur DUMU sa-lim-a-sur,"Seal of Man-mahir, Dan-Aššur son of Puzur-Aššur, Ali-ahum his brother and Šu-Ištar son of Šukkutum; to Ennam-Aššur son of Šalim-Aššur."
1fbda578-84d6-42b5-880b-64eee0328ff8,a-na zu-ku-a qi-bi-ma um-ma PUZUR4-a-sur-ma sal-ma-ku i dur4-hu-mi-it wa-as-ba-ku i-na hu-ra-ma 1 ku-ta-nam i-se-ri-a il5-qe is-tu hu-ra-ma a-di dur4-hu-mi-it 0.5 ma-na 2 GIN.TA da-tum a-na ANSE ik-su-ud a-hi a-ta we-da-ku mu-sa-ki-il5 ANSE u sa ba-ab-ti u-se-sa-a-ni u-la i-su 2 su-ha-ri sa li-ba-ka i-de8-u su-up-ra-ma is-ti-in ANSE.HI.A lu-sa-ki-il5 is-ti-in i sa-ha-ti-a li-zi-iz-ma a <unk> <unk> su-ba-tam a-tu-nu <unk> <unk> se-si-a-ma la-ma ku-si-im a-na bu-ru-us-ha-dim le-ru-ub na-ab-ri-tum la i-ka-sa-da-ni a-na-kam u-ku-ul-ti ANSE.HI.A da-na-at i-hi-id-ma su-ha-ri tur4-da-ma ku-su-um la i-ka-sa-da-ni ha-ra-ni le-pu-us i-na (d)UTU-si sa tup-pi ta-sa-me-u we-da-ku su-ha-ri tur4-da-am,"To Zukuwa from Puzur-Aššur: I am well. I stay in Durhumit. He took 1 on my account in hurama. The fees from hurama to Durhumit amounted to 0.5 mina 2 shekels per donkey-load. My dear brother, I am alone. I have no one to feed the donkey or realise the outstanding claims. Send me 2 servants whom you know well, so one can feed the donkeys and one can assist me and ... a textile you yourselves ... should produce so I can enter Purušhaddum before the cold. Winter should not catch up with me. Here fodder for the donkeys is hard to get. Take care to send me servants and the cold should not catch up with me. Let me go on a trip. The very day you hear my letter - since I am alone, send the servants!"
20046111-7172-4acb-b663-ac32308f9c7d,i-na dur4-hu-mi-it i-nu-mi a-bu-ni me-tu-ni ma-sa-ar-tam ku-nu-ki sa a-bi-ni a-la-hu-um ip-te-ma lu KU.BABBAR lu URUDU SIG5 lu URUDU la-mu-nam lu hu-sa-ra-am lu TUG <unk> lu tup-pi ha-ru-mu-tim sa DAM.GAR IGI 3 DUMU um-me-a-ni u-se-si-a-ma a-na a-ni-na DUMU a-sur-be-el-a-wa-tim i-di-ma i-na wa-ar-ki-tim tup-pu-u E a-ni-na IGI sa-ak-li-a DUMU na-ap-ra-ka IGI PUZUR4-a-sur DUMU si-ik-ti-ha-su-ut IGI ili5-ba-ni DUMU a-mur-ISTAR,"In Durhumit, when our father died, Ali-ahum opened the strong-room sealed by our father, and witnessed by 3 affiliated traders he took out both silver, good copper, poor copper, lapis lazuli, textiles, and certified tablets concerning customers, and he gave it to Annina son of Aššur-bel-awātim, and later the tablets (were) in Annina's house. Witnessed by Sakliya son of Napraka, by Puzur-Aššur son of Šikti-hašut, by Ilī-bāni son of Amur-Ištar."
20ae3f61-1bda-4b30-8884-dd1339033b43,KISIB su-mi-a-bi-a DUMU zu-zu-u KISIB la-ba-na-da DUMU i-di-su-en6 KISIB a-sur-DU10 DUMU e-na-ma-nim 1 GU AN.NA ku-nu-ki sa a-lim(ki) i-se-er a-sur-DU10 a-hu-qar i-su i-tu-a-ar DINGIR-su-GAL su-ha-ri-im sa a-sur-DU10 is-tu a-lim(ki) i-na ri-i-is AN.NA 5 GU URUDU SIG5 ma-si-am sa-bu-ra-am a-na a-sur-DU10 a-hu-qar i-sa-qal 1 GU AN.NA-ak-su a-hu-qar i-la-qe,"Seal of Šumi-abiya, son of Zuzū,seal of Labān-nādā, son of Iddin-Suen, seal of Aššur-ṭāb, son of Ennamānum. 1 talent of tin with seals of the city, Aššur-ṭāb owes to Ahu-waqar.When Ilšu-rabi, the servant of Aššur-ṭab, returns fromthe city, immediately when (he receives) the tin, 5 talents of refined copper of good quality, in pieces, Ahu-waqar will pay to Aššur-ṭāb (and) Ahu-waqar will get his 1 talent of tin."
20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7,a-di-da u a-la-hu-um a-sur-is-ta-ki-il5 is-u-lu-ma 3.33333 ma-na KU.GI sa-lim-a-sur a-na na-ru-qi-ka a-di-im-ma sa 10 ma-na KU.BABBAR na-ru-qa-ka u-la-pi-tam sa-lim-a-sur i-na a-lim(ki) a-na li-mi-im ha-bu-ul-ma tup-pa-am sa si-ip-ka-tim sa-lim-a-sur ad-ma-ku-ni tup-pa-am su-wa-ti qa-ti li-mi-im u-ka-al-ma KU.BABBAR u ne-ma-al-su di-in-ma a-se-er li-mi-im li-li-ik-ma u tup-pa-am sa si-ip-ka-ti-ka a-na sa ki-ma ku-wa-ti li-di-nu is-tu <unk> 3 sa-na-tim is-tu bu-ru-us-ha-dim lu ta-li-kam u a-na is-te-en u si-na tap-pa-e-a KU.BABBAR u ne-ma-al-su ta-di-in a-na-ku u sa qa-ta-at a-bi-a-a na-al-pu-tu ni-ta-na-la-ka-ku-um KU.BABBAR u ne-ma-al-su ta-da-na-am u-la ta-mu-a a-se-er ki-a-am-ma KU.BABBAR 1 ma-na u 2 ma-na tu-us-ta-ag-me-er-su KU.BABBAR sa li-mi-im a-na si-ib-tim la i-ma-id-ma E a-bi-a u si-ip-ka-tim sa a-bi ad-ma-ku-ni la i-ta-ba-la si-ma-at KU.BABBAR di-na-ma a-na E li-mi-im,"Adida and Ali-ahum questioned Aššuriš-takil as follows: Šalim-Aššur invested 3.3333 minas of gold in your joint-stock capital, and he wrote an amount of 10 minas of silver for your joint-stock capital. Šalim-Aššur is indebted to the eponym in the City, and the tablet of the investment Šalim-Aššur made to you, that very tablet is in the eponym's possession, so pay the silver and the accrued profit, let it go to the eponym and then he can give the tablet concerning your capital to your representatives. Three years ago you came from Burušhaddum and you have given the silver and the accrued profit to one or two of my partners. But I and those who signed as my father's guarantors come to you time and again, but you refuse to give the silver and its accrued profit. On top of this you have caused him to have expenses of one or two minas. The interest on the silver of the eponym must not increase and my father's house and the investments my father made for you must not be lost. Give me the agreed amount in silver, let me send it to the eponym's office, and then I shall confirm you for the profit of the silver together with my partners. Also, in accordance with the verdict of the City Šalim-Aššur's silver from your capital will go to the office of the eponym. Do not obstruct me! Give me the silver and do not bring an extra expense of 1 or 2 minas on me."" Witnessed statement."""
20c4eaea-f4ba-4c7e-8af8-ed9cde8339b9,a-na is-ma-a-sur DUMU hi-na-a a-ta-a-a DUMU bu-si-a u en-nam-a-sur DUMU e-la-ma DUB a-ku-u-a DUMU a-sur-i-di,"To Išme-Aššur, son of hinnāya, Ataya, son of Buṣiya, and Ennam-Aššur, son of Elamma, tablet of Akūa, son of Aššur-idī."
20d3bfad-36f9-46a6-ac61-ac1be69c8305,um-ma ka-ru-um a-na u-bar-tim sa ku-bu-ur-na-at qi-bi-ma a-na-kam me-er-u sa-lim-a-sur im-hu-ru-ni-a-ti-ma um-ma su-nu-ma a-sur-is-ti-kal DUMU a-sur-SIPA KU.BABBAR a-na a-bi-ni ha-bu-ul u a-we-lam e-mu-qi-in e-ta-u ma-sa-ni a-na sa-su-hi-su a-ma-kam a-we-lam is-ti se-ep-ISTAR si-ip-ri-ni li-su-ha-am u a-tu-nu lu e-mu-uq si-ip-ri-ni,"From the Kanesh colony to the trading station Kuburnat: Here the sons of Šalim-Aššur confronted us and said: Aššuriš--tikal son of Aššur-rē'ī owes silver to our father, and he has spoken harshly to the man. We take responsibility for his forced transfer."" Extradite the man there together with Šēp-Ištar, our messenger, and you must be the executive arm for our messenger."""
210032cb-e741-42db-aee7-822db9de7e20,a-na lu-zi-na DUMU a-sur-ba-ni a-di-da DUMU wa-ar-di-i-li-su u a-la-hi-im DUMU sal-ma-a-sur KISIB en-na-su-in DUMU i-di-a-bi-im,"To Luzina son of Aššur-bāni, Adida son of Warad-ilišu and Ali-ahum son of Šalim-Aššur; seal of Enna-Suen son of Iddin-abum."
21261110-e33f-4033-8a95-6e40ceeadb36,um-ma ma-ma-hi-ir su-ku-tum u i-ku-pi-a-ma a-na a-la-hi-im qi-bi-ma i-na 24 pi-ri-ka-ni sa ha-nu ub-la-ni is-te-en ha-nu a-na li-tab-si-su il5-qe is-te-en a-na u-ku-ul-ti-su su-ut-ma il5-qe si-ti su-ba-ti-ka 22 TUG 4.83334 GIN.TA ta-ad-nu KU.BABBAR-ap-su-nu 1.66666 ma-na 6.66666 GIN SA.BA 5 GIN KU e-ri-ib-tum sa AN.NA i-na wa-ah-su-sa-na PUZUR4-a-be-eh il5-qe 0.5 ma-na 4.5 GIN KU.BABBAR a-na am-tim ni-is-qu-ul i-li-as-ra-ni ir-di-a-kum 4 ma-na a qa-ti-su ni-di-in si-ti KU.BABBAR-pi-ka 1 ma-na 6 GIN KU.BABBAR ku-nu-ki-ni ha-nu na-as-a-kum,"From Man-mahir, Šukkutum and Ikūn-pīya to Ali-ahum: Of the 24 that hanu brought, hanu has taken one for his clothes (and) he has also taken one (to pay) for his food. The rest of your textiles, 22 pieces, were sold for 4.83333 shekels each. Their value in silver was 1.6666 mina 6.6666 shekels. Thereof Puzur-Abeh has taken 5 shekels of silver, entrance tax for the tin, in Wahšušana; we paid 0.5 mina 4.5 shekels of silver to the maid. Ilī-ašrannī led it to you. We gave 4 minas for his expenses. hanu brings you the rest of you silver, 1 mina 6 shekels of silver under our seals."
2137ea96-fe90-4188-ba36-6a53d4c689e3,6 GIN KU.BABBAR a-su-mi a-di-da as-qu-ul <unk> GIN ta-ab-ti as-qu-ul IGI PUZUR4-a-sur DUMU a-sur-dan,I paid 6 shekels of silver in the name of Adida.
21575b0c-8558-4bee-9fe1-c998edee0f96,2 GIN KU.BABBAR i-nu-mi ma-nu-ba-al-ma-a-sur a-sa-su e-hu-zu a-di-in,I gave 2 shekels of silver when Mannum-balum-Aššur married his wife.
21ae4700-fc2d-4e62-8580-bc08efc8a6ae,15 GIN KU.BABBAR li-ti SIG5 i-se-er wa-al-hi-is-na pe-ru-wa u tu-wa-tu-u-i a-si-ti-su la-ma-sa-tum ti-su is-tu ha-mu-us-tim sa i-na-a a-na sa pa-ar-ka i-sa-qu-lu su-ma la is-qu-lu 1.5 GIN.TA si-ib-tam u-su-bu ITU.KAM a-la-na-tim li-mu-um a-sur-i-mi-ti KU.BABBAR i qa-qa-ad sal-mi-su-nu ra-ki-is su-ma i-na u4-me-su-nu la is-ta-aq-lu tu-wa-tu-wi u-se-sa <unk> IGI sa-ar-ni-ga-a-su IGI e-na-a-sur,"15 shekels of refined -silver Walhišna, Peruwa and Tuwatuwi, his wife, owe to Lamassutum. Reckoned from the week of Innāya not later than the festival of Parka they will pay. If they do not pay they will add interest at a rate of 1.5 shekel. Month XII, eponymy of Aššur-imittī. They are jointly liable for the silver. Should they not pay when their term is due, then I will take away Tuwatuwi. In the presence of Šarnigāšu, and of Ennam-Aššur."
21c42604-54e0-4275-b096-f01886f724f7,0.5 ma-na KU.BABBAR sa-ru-pa-am i-se-er a-mur-a-sur i-di-a-bu-um i-su 1 GU4.HI.A sa-la-nam sa ma-ra-e-em i-da-an IGI ku-si-la-nim IGI a-sur-la-ma-si 2 mas-ki sa-pa-tim sa-ru-pu-tim ha-bu-ul,"Half a mina of refined silver Amur-Aššur owes to Iddin-abum. One ? for fattening he will deliver. Before Kusilānum, before Aššur-lamassī. He (also) owes two colored woolen fleeces."""""
21d04dee-29db-41b2-b5c1-24a3445d22b7,a-na sa ki-ma i-a-ti qi-bi-ma um-ma MAN-a-sur-ma a ma-la ti-ir-tim sa zu-ku-a a-hi-it-ma is-tu 3 ITU.KAM si-mi ga-me-er URUDU la-mu-num 20 GU i-ba-si-ma um-ma a-na-ku-ma 10 GIN-su la-ak-bu-us-ma ha-ra-ni la-ta-la-ak URUDU la-ma-dam u-ka-in a-na 30 ma-na URUDU TA u-ka-in a-na 1 GU 30 ma-na URUDU a-na ar-nim ka-ru-um i-di-ni i-se-pa-ti-su-nu mi-ta-qu-tim u ip-ra-am a-qa-qa-di-a si-ta-pu-ki-im 45 ma-na URUDU SIG5 i-se-ri-a il5-qe-u-ma sa pi-la-tim e-pu-us-ma i sa-am-si <unk> sa tup-pu-um la-pu-ta-ku-ni ha-ra-ni a-ta-la-ak ki-ma u-ku-ul-ti e-ma-ri da-na-at-ni u we-da-ku-ni-ma ma-ma-an is-ti-a la-su-u e-ma-ri a si-mi-im <gap> a-ti-di-in <gap> ma-la <gap> as-pu-ra-kum um-ma a-na-ku-ma 13 ma-na AN.NA sa a-na en-um-a-sur DUMU na-ra-am-ZU a-di-nu sa-as-qi-il5,"To my representatives from Puzur-Aššur: In accordance with the message from Zukua I have checked and my purchases were concluded 3 months ago. About 20 talents of poor copper are here, so I said: Let me remit 10 shekels on it and then leave on a journey."" I confirmed being aware of the copper. I confirmed for 30 minas of copper each. The colony imposed a penalty on me of 1 talent 30 minas of copper. By constantly falling at their feet and constantly pouring dust on my head (I achieved that) they have taken (only) 45 minas of good copper on my account and I have made ... and on the very day the letter is written to you I shall leave on a journey. Since fodder for the donkeys is hard to acquire and I am alone with no one staying with me, I have offered the donkeys for sale ... I wrote you, saying: ""Have the 13 minas of tin that I gave to Ennam-Aššur son of Narām-Sīn paid."""""
220ea8f5-9482-448c-bea0-635151c0e6ba,um-ma a-lu-la-a u a-mur-ISTAR-ma a-na en-um-a-sur qi-bi4-ma na-as-pe-er-tam ta-as-pu-ra-ni-a-ti ki-ma a-we-lu ma-du-tum la-pu-tu-ni na-as-pe-er-tam la nu-sa-as-me-ma ni-ip-nu-su-ma um-ma ne-nu-ma i li-bi-ka-ma <unk> ra si um i-ba-si u na-as-pe-er-ti-ka a-se-er a-we-lim li-li-ik na-as-pe-er-tam <unk> <unk> <unk> la i-mu-a um-ma ne-nu-ma na-as-pe-er-tam <unk> li-tam IGI be <unk> <unk> a-mur ma la i-li-bi4- <unk> i-ba ma ka i <unk> na-as-pe-er-ti-ni za-ku-tum a-se-er en-um-a-sur li-li-ik 16.83333 ma-na NA4.ZA.GIN 20 GU 50 ma-na URUDU ma-si-am 30 GU URUDU la-mu-nam mi-ma a-nim IGI a-lu-la-a u ar-si-ah u-ka-in a-di a-ni-tim a-mur-ISTAR KU.BABBAR-ma ri-is ti-ir-ti-ku-nu u-ka-al um-ma ne-nu-ma ma-ma-an i-na um-me-a-ni-ku-nu lu ti <unk> tam i-na sa-am-si sa tup-pi-ni ta-sa-me-u qa-qa-di-ka ki-a-ma <unk> <unk> a-ma a-tal-kam i- <unk> - <unk> la sa sa-la-at tup- <unk> <unk> <unk> -ma en-um-a-sur li-li-kam-ma is-ti a <unk> a u a la sa sa ki u 2.5 ma-na.TA <unk> <unk> -su-ni ki-am <unk>,"From Alulaya and Amur-Ištar to Ennam-Aššur: You have sent us a missive. Since many men were noted down, we have not let anyone hear the missive, but we confronted him and said: ... is in your possession and let your missive go to the man."" He refused to ... the missive. We then said: ""The missive ... witnessed by... Our final missive shall go to Ennam-Aššur."" 16.83333 minas of lapis lazuli, 20 talents 50 minas of washed copper and 30 talents of bad copper - all this he confirmed with Alulaya and Arši-ah as witnesses. Concerning this Amur-Ištar keeps the silver in accordance with your instructions. We said: ""Who among your investors ...?"" The very day you hear our letter ... your head in this way and come... Ennam-Aššur should come and with..."""
22139769-6254-4c9e-8c85-10e3cd7f095c,a-na su-ISTAR qi-bi-ma um-ma zu-ba ma-ta-ga- <unk> u (d)UTU-ba-ni-ma a-su-mi sa-ap-tim sa ta-as-pu-ra-ni et-lu-tum i-ma-qu-tu-ni-ma sa-ap-tam is-te-ni-is6 ni-da-an-ma KU.BABBAR ni-zu-wa-azx KI i- <unk> <unk> <unk> a-na pu-su-ki-in nu-se-ba-lam a su-mi E-be-et DAM.GAR-ri-im sa sa-im qa-ab-a-ti-ni a-na-kam is-ti ir-ma-a-sur a-ta-am-ga-ar um-ma su-ut-ma te-er-tu-su a-se-er i-ku-pi-a-sur u i-a-ti li-li-kam-ma la-di-na-ku-um xx <unk> ki-ma ak-la-ku-ka-ni xxxx gi5-im-la-ni <gap> xxxx sa ma-ma-a <unk> da-mi iq-tam a-na <unk> sa-ap-tam xxx a-na si-ti xxx se-bi4-lam,"Say to Šu-Ištar, thus Zuba, Mataga..., and Šamaš-bāni: As for the wool about which you wrote, when the men arrive here we will sell all the wool together and we will divide the silver and with ... ... we will send it to Pūšu-kēn. As for calling at a merchant's house (for a loan), as you have promised, I have here now come to an agreement with Ir'am-Aššur and he said: 'Let his instruction come to Ikūn-pī-Aššur and to me, then I will give it to you'. ... ... ... since I ? you ... ... ... ... ... do me a favor ... ... ... ... ... ... ... ... ... ... [... ... wool?] of Mamma ... ... ... ... ... ... ... the wool ... ... ... ... ... for the rest of ... ... ... ... ... ... send to me."""""
22185b78-5c3c-4157-8f34-dc310b20aa34,a-na 8 ma-na KU.BABBAR sa-ru-pi-im i-di-ba-ni i-li-a-lum u mi-su-ra-bi u-ka-nam a-na-ku u i-di-ba-ni mi-is-la <unk> u tup-pu-su ha-ar-ma-am i-da-namx sa KU.BABBAR 8 ma-na ha-bu-lu su-ma la uk-ta-i-na-su-nu u tup-pu-su ha-ar-ma-am la i-ta-ad-nam a-na mu-nu-a-ti-a a-na 4 ma-na KU.BABBAR i-di-ba-ni PUZUR4-a-sur i-se-e IGI su-(d)EN.LIL IGI su-ki-tim IGI a-mur-ISTAR IGI su-be-lum,"For 8 minas of refined silver Idi-bāni shall confirm for me Ilī-ālum and Mīšur-rabi('s liability), (that) I and Idi-bāni are each (entitled [to) half the amount. Moreover, he shall give me a valid record of his stating that he owes 8 minas of silver. Should he fail to confirm them and also to give me his valid record, (then) Idi-bāni shall sue Puzur-Aššur for my computed share, for 4 minas of silver. In the presence of Šu-El<lil>, of Šuk(k)utum, of Amur-Ištar, and of Šu-Bēlum."
2266c1d7-2151-4069-9c9c-be0aa6051efd,2 ma-na 16.16666 GIN KU.BABBAR sa-ru-pa-am i li-bi e-na-a-sur DUMU a-mu-ra a-sur-ni-su DUMU i-li-ILLAT-ti i-su IGI ku-li-a DUMU a-la-bi-im IGI ur-ad-a-sur DUMU DIRI-im IGI a-sur-ma-lik DUMU sa-ma,"Ennam-Aššur son of Amuraya owes 2 minas 16.1666 shekels of refined silver to Aššur-nīšu son of Ilī-ellitī. Witnessed by Kuliya son of Ali-abum, by Urad-Aššur son of Watrum, by Aššur-malik son of Samaya."
2286d746-72f6-4670-b7bf-4b944c20c86f,um-ma <gap> a-na a-la-hi-im qi-bi-ma a-pu-tum i-na u4-mi-im sa tup-pi ta-sa-me-u ti-ib-a-ma a-tal-kam um-me-a-nu a-bi-ka is-ti-in u si-na <gap> a-wa-tim a-hu-ka <gap> us-ta-ar-si-u tup-pa-am sa a-ma-kam a-na i-li-a ta-di-na-ni-ma u <gap> um-me-a-ni e-pu-lu-ni <unk> -ka-a URUDU su-a-ti <unk> <unk> <unk> <unk> ka-a ma-la <unk> <unk> <unk> i-na li-bi-su i-si-tu lu a-na si-im URUDU SIG5 u e-ma-ri sa a-na sa-la-tu-ar tu-se-bi-la-ni-ma qa-su is-ku-nu a-na mi-ma a-nim si-bi su-ku-su-ma ma-la URUDU SIG5 i E-ti-su i-ba-si-u a-ha-ma i-na URUDU SIG5 sa qa-su is-ku-nu a-na ni-bi-it URUDU SIG5 IGI si-bi ta-ah-si-is-tam i-di-ma ti-ib-a-ma a-tal-kam u a-na-kam is-ti um-me-a-ni lu-za-ki-ku-nu i-na <gap> la tu-us-te-sa-a <gap> um-me-a-nu <gap> la u-sa <gap> pu- <gap> la <gap> <unk> <unk> <gap> a-tal-kam,"From ... to Ali-ahum: Urgent, the very day you hear my letter set out and come! One or two of your father's investors have been embroiled in a lawsuit ... your brother ... the tablet that you gave me there to Iliya, and then ... the investors answered. ... that copper .... remains owed by him and that he laid claim to the good copper and the donkeys you sent me in Šalatuwar. Set witnesses for all this against him, and set down a memo before witnesses concerning the specification on copper of good quality - about how much good copper is in his house as well as the good copper to which he laid claim, and set out and come. Then I shall clear you here with the investors. Do not quarrel. ..."
2290dcb8-ee6a-42b7-ae8c-caa6ddf793c7,su-pu-na-ah-su su-ha-ru-um sa a-we-el-tim i-li-kam-ma su-mi a-we-el-tim 2 ma-na KU a-na GAL si-mi-il5-tim as-qul,"Šuppun-ahšu, the lady's servant, came and in the name of the lady I paid 2 minas of silver to the Chief of the Staircase."
